draw_no,number,freq_last_10,freq_last_20,freq_last_30,freq_last_50,freq_last_75,freq_last_100,freq_last_125,freq_last_150,freq_last_200,freq_last_300,freq_last_500,ewma_hl10,ewma_hl20,ewma_hl30,ewma_hl50,ewma_hl75,ewma_hl100,ewma_hl150,ewma_hl200
1380,17,0.0,0.1,0.06666666666666667,0.1,0.08,0.12,0.12,0.14,0.14,0.14666666666666667,0.156,0.06144821158388298,0.08297674195793286,0.09696584522180254,0.11397033162092587,0.12531452975380372,0.13181942322029588,0.1387872857537283,0.14244177108331044
1380,18,0.2,0.15,0.13333333333333333,0.16,0.16,0.17,0.184,0.18,0.17,0.16,0.156,0.1804589928938581,0.16292931037576658,0.1642774190673075,0.166307192039661,0.1653281681006125,0.1639434553570869,0.16236349211167514,0.16174224637724355
1380,19,0.1,0.15,0.13333333333333333,0.12,0.10666666666666667,0.09,0.136,0.16,0.155,0.17333333333333334,0.184,0.12957323270193358,0.12289878998034649,0.12481244584531001,0.13550702050601288,0.14766823880303737,0.15619919657681375,0.16590174677345598,0.1705809536545817
1380,20,0.2,0.35,0.3,0.28,0.22666666666666666,0.2,0.184,0.18,0.18,0.16333333333333333,0.156,0.268187617114591,0.25562015884762335,0.2347421051481057,0.20802046067980262,0.19039352342267518,0.18059599675388668,0.17118590955126697,0.1674602617832129
1380,21,0.3,0.25,0.2,0.22,0.18666666666666668,0.21,0.216,0.21333333333333335,0.185,0.18666666666666668,0.194,0.22899212725244678,0.21654077687781073,0.21121063809958343,0.204919873310163,0.19971485819236157,0.19632168556320867,0.19198121451681596,0.18900790299534065
1380,22,0.1,0.05,0.13333333333333333,0.16,0.18666666666666668,0.17,0.208,0.18666666666666668,0.175,0.15333333333333332,0.164,0.11587466035343569,0.14512623768359242,0.1587808976955989,0.16596289732688002,0.16554064333980173,0.1644078483627269,0.1639355415168433,0.16466825396703194
1380,23,0.0,0.0,0.03333333333333333,0.08,0.08,0.11,0.12,0.12666666666666668,0.135,0.14,0.17,0.0318424412360604,0.06406268476546115,0.08296209856081113,0.10620587508136997,0.12376605570600878,0.13502113018084672,0.14788027902271866,0.15449524010129856
1380,24,0.2,0.15,0.13333333333333333,0.18,0.17333333333333334,0.15,0.128,0.10666666666666667,0.1,0.11666666666666667,0.14,0.1340390661745073,0.14771015162863632,0.14387452900239095,0.13335224503190488,0.12830821385850275,0.1282812544128743,0.1323645500060884,0.13683471879006115
1380,25,0.1,0.2,0.16666666666666666,0.18,0.18666666666666668,0.18,0.16,0.16666666666666666,0.16,0.16333333333333333,0.158,0.17491030357057105,0.17223116134737476,0.17130028117155896,0.16835999789244135,0.16545863522465495,0.16338460063036914,0.16078512323721175,0.15942587534110564
1380,26,0.0,0.15,0.13333333333333333,0.12,0.13333333333333333,0.14,0.12,0.10666666666666667,0.145,0.13666666666666666,0.136,0.09977830455865228,0.12230258739860783,0.12778565703808828,0.1317460793824416,0.13434594124961385,0.13570263404683003,0.1367141991741612,0.1371293765381111
1380,27,0.0,0.2,0.2,0.2,0.21333333333333335,0.21,0.176,0.18,0.17,0.18,0.202,0.15076468693306067,0.18449823468992643,0.1896525143536983,0.18897806441771228,0.188320554732958,0.1883240752357207,0.18757686894362838,0.186010988877782
1380,28,0.2,0.2,0.2,0.24,0.22666666666666666,0.2,0.184,0.18,0.18,0.17666666666666667,0.166,0.22891960145952717,0.21982172334564745,0.21065932464597745,0.19725558757191533,0.18799342564976346,0.1824901322176105,0.17581293549256352,0.17178756996447947
1380,29,0.4,0.3,0.3,0.24,0.25333333333333335,0.23,0.224,0.2,0.17,0.19666666666666666,0.174,0.3103853564475561,0.2671493971027005,0.24485826403721286,0.22038846946091012,0.20477620503292676,0.19550067862973652,0.18443413000919734,0.17797978041695056
1380,30,0.2,0.15,0.1,0.12,0.14666666666666667,0.16,0.144,0.16666666666666666,0.16,0.17,0.152,0.15354584680805253,0.14321890432037426,0.14612397168619684,0.15315493231961125,0.15745173058491665,0.15921728318473052,0.16101413353039787,0.1624085533017398
1380,31,0.5,0.35,0.23333333333333334,0.26,0.24,0.25,0.24,0.22666666666666666,0.205,0.19,0.178,0.31565824048733243,0.2721463450838531,0.2545953079909875,0.2346834223226114,0.21986296213569426,0.21057442009603844,0.19992627245336353,0.1940688790417295
1381,1,0.3,0.3,0.26666666666666666,0.18,0.16,0.16,0.168,0.18,0.195,0.19,0.176,0.29283687300152716,0.23085135496655407,0.2081519737034836,0.19451734895419037,0.18899169402027785,0.18501746764915397,0.17774542507302016,0.17167329231675213
1381,2,0.0,0.05,0.03333333333333333,0.08,0.08,0.09,0.112,0.14,0.145,0.15666666666666668,0.174,0.05527200077484314,0.07560003199051005,0.09011512203220973,0.11184735274561654,0.12956917250067287,0.1411754519829938,0.1544919944749945,0.16106339569656505
1381,3,0.3,0.35,0.3,0.3,0.24,0.2,0.184,0.18,0.17,0.17,0.186,0.3017001530787412,0.27385803323119423,0.24643055956238621,0.21452902668705734,0.19756203859582086,0.1902958340591559,0.18434390054465208,0.1815155086470472
1381,4,0.2,0.1,0.13333333333333333,0.14,0.16,0.21,0.184,0.2,0.2,0.18666666666666668,0.176,0.14980436877822284,0.1622454699627057,0.17299933941794654,0.1826601790874947,0.18475222922887605,0.18355693842962126,0.1794566274774192,0.17582696746100243
1381,5,0.0,0.1,0.1,0.12,0.17333333333333334,0.14,0.12,0.13333333333333333,0.17,0.15333333333333332,0.158,0.09846838665077959,0.12420639798174725,0.13441198569240542,0.14432141741191512,0.1502530041553229,0.15342684442593055,0.1567287527635597,0.15834297287105978
1381,6,0.0,0.1,0.2,0.14,0.17333333333333334,0.17,0.152,0.13333333333333333,0.115,0.13,0.112,0.10083670587502605,0.13951489586844334,0.1460459937755113,0.14197242638077331,0.13533127037935636,0.13133676512337103,0.12854462604019062,0.12864159867256247
1381,7,0.1,0.1,0.13333333333333333,0.1,0.13333333333333333,0.12,0.152,0.15333333333333332,0.165,0.16333333333333333,0.16,0.10420287076830007,0.11691879875918906,0.12679576668832224,0.13967859429300372,0.1474959231803963,0.1512292407988745,0.15435113461720523,0.15547030816483537
1381,8,0.1,0.1,0.1,0.1,0.09333333333333334,0.1,0.112,0.10666666666666667,0.115,0.12333333333333334,0.124,0.08991740980759445,0.09468391341560224,0.09778889432840356,0.10336144486711234,0.10917790492954879,0.1138750396825135,0.1207885846519454,0.12548091847910306
1381,9,0.1,0.05,0.1,0.1,0.12,0.12,0.128,0.14,0.14,0.14,0.148,0.08632799441503598,0.10227740354381024,0.1130540059211282,0.12482791379200014,0.13222356317722847,0.13673605529255234,0.14221151683364275,0.1451723661507659
1381,10,0.3,0.25,0.26666666666666666,0.16,0.14666666666666667,0.15,0.152,0.14,0.155,0.14,0.142,0.22670447421896833,0.18829844106627533,0.1710293821714871,0.1569336387748556,0.15027740768714162,0.14755566152421126,0.14661025670328648,0.14781217791284693
1381,11,0.2,0.15,0.2,0.22,0.18666666666666668,0.21,0.2,0.20666666666666667,0.22,0.19666666666666666,0.19,0.1859541504588571,0.19194976522098955,0.196760518570782,0.20178951454303,0.2023810237471006,0.20091496514686383,0.19762020598802715,0.19533982144136675
1381,12,0.3,0.3,0.2,0.18,0.17333333333333334,0.21,0.184,0.17333333333333334,0.175,0.16,0.148,0.253581023667056,0.20812768744218066,0.19519820480154776,0.18357944424351305,0.1745924692849568,0.16816756447865475,0.15992416141298096,0.15527252990723556
1381,13,0.1,0.1,0.13333333333333333,0.16,0.16,0.16,0.176,0.17333333333333334,0.165,0.18,0.164,0.11550038433611062,0.13773587648181232,0.14969733445709157,0.16116837168946999,0.16662662226718764,0.1679868340370423,0.16670751523951477,0.16457775810643474
1381,14,0.1,0.05,0.06666666666666667,0.08,0.08,0.09,0.136,0.14,0.15,0.17666666666666667,0.172,0.06163610599092625,0.08013210914362118,0.09588514910280788,0.1195217057488143,0.1376812200969524,0.14853572690907463,0.1601637681966545,0.16591787089947524
1381,15,0.2,0.1,0.13333333333333333,0.1,0.13333333333333333,0.12,0.12,0.12666666666666668,0.12,0.10666666666666667,0.112,0.16223652776513756,0.13690698029120396,0.12967928642619664,0.123373267644977,0.11983067492579888,0.11887027773380957,0.12063708470580507,0.123681174173954
1381,16,0.2,0.15,0.16666666666666666,0.2,0.18666666666666668,0.16,0.176,0.16666666666666666,0.17,0.17333333333333334,0.17,0.16977597348791565,0.17719044461325173,0.17620501522465076,0.17438622146008242,0.17364884212076878,0.17293275538347244,0.17123055129441656,0.1698298553573857
1381,17,0.0,0.1,0.06666666666666667,0.1,0.08,0.11,0.112,0.14,0.14,0.14666666666666667,0.156,0.057333208678697026,0.0801502495129899,0.09475114225613651,0.11240126837879791,0.12416170959830958,0.13090881610935418,0.13814634203721202,0.14194479872911636
1381,18,0.2,0.1,0.13333333333333333,0.16,0.16,0.17,0.184,0.17333333333333334,0.17,0.16,0.156,0.16837419398947584,0.1573793399386247,0.16052531763026953,0.16401759177071665,0.16380724594711799,0.16281093578907885,0.16161366939199692,0.16117793561121324
1381,19,0.2,0.2,0.16666666666666666,0.14,0.12,0.1,0.144,0.16666666666666666,0.16,0.17333333333333334,0.186,0.18786310939417256,0.15277607709807586,0.14480175720815852,0.14740875087662647,0.15550919096880858,0.16202816315127191,0.16975375693028957,0.1734747560339035
1381,20,0.2,0.3,0.3,0.28,0.22666666666666666,0.19,0.184,0.18,0.18,0.16333333333333333,0.156,0.25022789468955475,0.24691279783645917,0.22938058805671124,0.2051565815121187,0.1886420147053028,0.17934844161493824,0.17039534338025836,0.16687600114183346
1381,21,0.4,0.3,0.23333333333333334,0.24,0.2,0.22,0.224,0.21333333333333335,0.19,0.18666666666666668,0.194,0.28062421799192033,0.24322827415504097,0.22922661202412029,0.21586597641956548,0.20707701199392692,0.20187348642955544,0.1957127851759721,0.19183741465204052
1381,22,0.1,0.05,0.1,0.16,0.18666666666666668,0.17,0.208,0.18,0.175,0.15333333333333332,0.164,0.10811488099287757,0.14018270525876386,0.15515433698019263,0.16367803706501122,0.1640177665387595,0.1632721207729958,0.16317845880081291,0.16409373450400758
1381,23,0.0,0.0,0.03333333333333333,0.08,0.08,0.11,0.112,0.12,0.135,0.14,0.17,0.029710048204316428,0.06188047454341917,0.08106724161092098,0.104743707407396,0.12262748060331155,0.1340884057137961,0.14719734228884182,0.1539562137847835
1381,24,0.1,0.1,0.13333333333333333,0.16,0.17333333333333334,0.15,0.128,0.10666666666666667,0.1,0.11666666666666667,0.14,0.1250628708956006,0.1426786016090973,0.1405884302184683,0.13151634525905218,0.12712785356554923,0.12739508893274118,0.13175326759534617,0.1363573091663574
1381,25,0.1,0.2,0.16666666666666666,0.16,0.18666666666666668,0.18,0.16,0.16666666666666666,0.16,0.16333333333333333,0.158,0.16319708379106102,0.1663643357183459,0.16738777734237797,0.1660421360385651,0.16393651285016034,0.16225594162460372,0.16004258969828905,0.1588696462800293
1381,26,0.0,0.15,0.13333333333333333,0.12,0.13333333333333333,0.14,0.12,0.10666666666666667,0.14,0.13666666666666666,0.136,0.09309644999283,0.11813651228982135,0.1248670285976877,0.1299322921668264,0.13311003740681399,0.13476520175864545,0.1360828293304226,0.13665093886797391
1381,27,0.0,0.2,0.2,0.2,0.21333333333333335,0.21,0.176,0.18,0.17,0.18,0.202,0.14066842686726377,0.17821354750950216,0.18532084493933515,0.18637634754781177,0.18658811611138304,0.1870231346164875,0.1867106064840645,0.18536200565926744
1381,28,0.2,0.2,0.16666666666666666,0.24,0.22666666666666666,0.2,0.184,0.18,0.18,0.17666666666666667,0.166,0.21358954057119633,0.21233378846642775,0.20584785902144281,0.1945399115941277,0.18626399642383717,0.18122949241192474,0.17500100091459217,0.17118821155705982
1381,29,0.4,0.25,0.3,0.24,0.24,0.23,0.224,0.2,0.165,0.19666666666666666,0.174,0.2895997776554815,0.25804930791186836,0.2392656935574671,0.21735431626067092,0.20289238408262394,0.19415016211399772,0.18358238126219537,0.17735881769091827
1381,30,0.2,0.15,0.1,0.12,0.13333333333333333,0.16,0.144,0.16666666666666666,0.16,0.17,0.152,0.14326334078536954,0.13834034267186102,0.1427864955603707,0.15104640309770304,0.15600326703569908,0.15811741196157592,0.16027054238228836,0.16184191782352458
1381,31,0.4,0.35,0.23333333333333334,0.24,0.24,0.25,0.24,0.22666666666666666,0.205,0.19,0.178,0.29451955242514066,0.26287604150061133,0.2487803431199804,0.23145246628110433,0.21784035187098968,0.20911977434173695,0.19900297831010255,0.19339178223957895
1382,1,0.3,0.3,0.26666666666666666,0.18,0.16,0.16,0.168,0.17333333333333334,0.195,0.19,0.176,0.273226463648899,0.2229877103437197,0.2033977760536219,0.1918393711169871,0.18725308135723592,0.18373936965740473,0.17692457236909997,0.1710743501158128
1382,2,0.1,0.1,0.06666666666666667,0.1,0.09333333333333334,0.1,0.12,0.14666666666666667,0.145,0.15666666666666668,0.176,0.11853760869436925,0.10708848844266856,0.11089692136619668,0.12407481275465014,0.13757662524528932,0.14710819954479193,0.1583966661830639,0.16399031886235946
1382,3,0.3,0.4,0.3333333333333333,0.32,0.25333333333333335,0.21,0.192,0.18666666666666668,0.175,0.17,0.188,0.3484632048373632,0.2985930943410726,0.2636421093689692,0.22534283774096941,0.2049439968783534,0.19588925873169824,0.18811071206417163,0.18437107747822665
1382,4,0.3,0.15,0.13333333333333333,0.16,0.17333333333333334,0.21,0.192,0.20666666666666667,0.205,0.18666666666666668,0.178,0.20673942680962096,0.19078246471561666,0.1918880606105404,0.19391273798589298,0.19225203023932305,0.18919691529574914,0.18324600909296443,0.17870238275363268
1382,5,0.0,0.1,0.1,0.12,0.16,0.14,0.12,0.13333333333333333,0.17,0.15333333333333332,0.158,0.0918742533685799,0.11997547209546731,0.1313420116963751,0.14233450180083568,0.14887076470274405,0.15236697400270613,0.1560049579292614,0.1577905381423095
1382,6,0.0,0.1,0.2,0.14,0.17333333333333334,0.17,0.152,0.13333333333333333,0.115,0.13,0.112,0.09408397333929272,0.13476250634549627,0.14271029866762666,0.14001785002351883,0.13408630211973613,0.13042949264861559,0.12795098936112476,0.12819278755464475
1382,7,0.1,0.1,0.13333333333333333,0.1,0.12,0.12,0.144,0.15333333333333332,0.165,0.16333333333333333,0.16,0.09722471623967034,0.11293611525575388,0.12389974737475692,0.13775559780009727,0.14613904725461624,0.1501845513897354,0.15363831994897037,0.15492789572958504
1382,8,0.1,0.1,0.1,0.1,0.09333333333333334,0.1,0.104,0.10666666666666667,0.115,0.12333333333333334,0.124,0.08389590986402093,0.09145863173290478,0.0955553928951626,0.10193843730473486,0.10817353228228029,0.11308839255466183,0.12023076643370707,0.12504313449724117
1382,9,0.1,0.05,0.06666666666666667,0.08,0.12,0.12,0.128,0.14,0.135,0.14,0.148,0.08054686688243382,0.09879345971107309,0.11047184885725464,0.12310937100701687,0.13100718399990974,0.13579148459936496,0.1415547645820811,0.14466588168061617
1382,10,0.2,0.25,0.23333333333333334,0.16,0.14666666666666667,0.14,0.152,0.14,0.155,0.14,0.14,0.21152275377530305,0.1818843049058294,0.16712306568401888,0.15477308698443568,0.14889494373639284,0.1465363491475931,0.14593319046887912,0.14729648353796762
1382,11,0.2,0.15,0.2,0.2,0.18666666666666668,0.21,0.2,0.20666666666666667,0.22,0.19666666666666666,0.188,0.17350135729131302,0.1854112515555487,0.19226650211573115,0.19901141865270658,0.20051923710896216,0.19952704747222821,0.1967075688252541,0.19465831029303202
1382,12,0.2,0.3,0.2,0.18,0.17333333333333334,0.21,0.184,0.17333333333333334,0.175,0.16,0.148,0.23659946110903923,0.20103809435551767,0.1907398716423018,0.18105205177341527,0.17298632103836767,0.16700586537441056,0.15918560974413162,0.15473080749046927
1382,13,0.1,0.1,0.13333333333333333,0.14,0.16,0.16,0.176,0.17333333333333334,0.16,0.18,0.164,0.1077656691207723,0.13304408689008776,0.1462782426127823,0.15894951907934018,0.1650937551378917,0.16682638341607597,0.16593763711414558,0.164003571153207
1382,14,0.1,0.05,0.06666666666666667,0.08,0.08,0.09,0.128,0.13333333333333333,0.15,0.17666666666666667,0.172,0.05750852035939367,0.07740251533519447,0.09369512927061267,0.11787621509833542,0.1364146336791496,0.14750964425494648,0.15942410999087925,0.1653390084950172
1382,15,0.2,0.1,0.13333333333333333,0.1,0.13333333333333333,0.11,0.12,0.12666666666666668,0.12,0.10666666666666667,0.112,0.15137203283725062,0.13224342594667177,0.1267174074307978,0.12167475140345448,0.11872830304682891,0.11804912357371498,0.12007996613505635,0.12324966922828176
1382,16,0.2,0.15,0.16666666666666666,0.2,0.18666666666666668,0.16,0.176,0.16666666666666666,0.165,0.17333333333333334,0.17,0.15840658443450367,0.17115468759028565,0.1721804871148755,0.17198539480531605,0.1720513746902618,0.17173813840934748,0.17043978516940364,0.16923734462971068
1382,17,0.0,0.1,0.06666666666666667,0.1,0.08,0.11,0.112,0.14,0.14,0.14666666666666667,0.154,0.05349377520788874,0.07742003777698789,0.09258702317611504,0.11085380689420386,0.12301949474229903,0.13000449990020072,0.1375083633193275,0.14144957475446426
1382,18,0.2,0.1,0.13333333333333333,0.16,0.16,0.16,0.184,0.17333333333333334,0.17,0.16,0.156,0.15709867791559937,0.15201842186893053,0.1568589143084914,0.16175951310557474,0.16230031542523415,0.1616862401983823,0.1608673153440298,0.16061561012543107
1382,19,0.2,0.2,0.13333333333333333,0.14,0.12,0.1,0.136,0.16666666666666666,0.16,0.17333333333333334,0.186,0.1752824789574513,0.14757196305965464,0.1414944805027475,0.1453793310332048,0.15407859768247728,0.1609088749426409,0.16896981084380325,0.1728695287980056
1382,20,0.2,0.3,0.3333333333333333,0.3,0.24,0.2,0.192,0.18,0.185,0.16666666666666666,0.158,0.3004378896113451,0.2725657125818664,0.24698155975067915,0.2160994257889994,0.1961060319723377,0.18501749071622037,0.17422657124613095,0.16978264500470538
1382,21,0.4,0.3,0.23333333333333334,0.24,0.2,0.22,0.216,0.20666666666666667,0.19,0.18666666666666668,0.194,0.2618316536106785,0.23494302622804628,0.22399106896977838,0.21289408571796037,0.2051720250200608,0.20047894730375615,0.1948089567436091,0.1911681228722673
1382,22,0.1,0.05,0.1,0.16,0.18666666666666668,0.17,0.208,0.18,0.17,0.15333333333333332,0.164,0.1008747508424305,0.13540756769640402,0.1516106070260013,0.16142463314986605,0.16250889935099008,0.16214423932309766,0.16242487834115746,0.16352123623606005
1382,23,0.0,0.0,0.03333333333333333,0.08,0.08,0.11,0.112,0.12,0.135,0.14,0.17,0.027720455154776114,0.05977259841259768,0.07921566325357891,0.10330166982806642,0.12149937975359387,0.13316212494562207,0.14651756481283632,0.15341908379625613
1382,24,0.1,0.1,0.13333333333333333,0.16,0.17333333333333334,0.14,0.128,0.10666666666666667,0.1,0.11333333333333333,0.14,0.11668778456190378,0.137818444654422,0.13737738603449864,0.1297057208611397,0.12595835192591265,0.12651504550012638,0.13114481297035918,0.13588157909929732
1382,25,0.1,0.15,0.16666666666666666,0.16,0.18666666666666668,0.18,0.16,0.16666666666666666,0.16,0.16,0.158,0.15226826329965668,0.16069735570779967,0.1635646352241566,0.16375618487408627,0.16242839314863713,0.16113507992557188,0.15930349111140696,0.15831537406726223
1382,26,0.0,0.1,0.13333333333333333,0.12,0.13333333333333333,0.14,0.12,0.10666666666666667,0.14,0.13666666666666666,0.136,0.08686205923826695,0.11411234899321494,0.12201506172299452,0.1281434758960385,0.13188550318686756,0.13383424569317798,0.1354543801966849,0.13617418437121154
1382,27,0.0,0.15,0.2,0.18,0.2,0.21,0.176,0.18,0.17,0.18,0.202,0.1312482831347397,0.17214293984600215,0.1810881109911284,0.18381044928323345,0.1848716149544085,0.1857311815063235,0.18584835134517663,0.18471530560393648
1382,28,0.3,0.25,0.2,0.24,0.22666666666666666,0.21,0.192,0.18666666666666668,0.185,0.18,0.168,0.26625309646330825,0.2391645912131204,0.22398631898940452,0.20562891870377445,0.19374989006336846,0.18688554724149534,0.17881095922351925,0.17407981076876822
1382,29,0.4,0.25,0.26666666666666666,0.24,0.22666666666666666,0.23,0.224,0.2,0.165,0.19666666666666666,0.172,0.2702061468942883,0.24925920116598727,0.2338008575640125,0.21436193514455965,0.20102589322952338,0.1928089756009153,0.1827345726955936,0.17674003955024045
1382,30,0.2,0.1,0.1,0.12,0.13333333333333333,0.16,0.144,0.16666666666666666,0.16,0.17,0.15,0.13366942343053048,0.13362796274266264,0.13952524749460835,0.1489669026209606,0.15456812853953275,0.15702513916562613,0.1595303910787079,0.161277275804039
1382,31,0.3,0.35,0.23333333333333334,0.24,0.24,0.25,0.24,0.22,0.205,0.19,0.178,0.2747964590653106,0.25392151848939587,0.2430981922301808,0.22826599176662388,0.2158363484874136,0.20767517796379883,0.19808395531546336,0.1927170675059415
1383,1,0.3,0.3,0.26666666666666666,0.18,0.16,0.16,0.168,0.17333333333333334,0.195,0.18666666666666668,0.176,0.2549293047453551,0.21539193032476942,0.1987521644281529,0.18919826179238397,0.1855304629556696,0.18247010135859792,0.17610751686142745,0.1704775149087827
1383,2,0.1,0.1,0.06666666666666667,0.1,0.09333333333333334,0.09,0.12,0.14666666666666667,0.145,0.15333333333333332,0.174,0.11059949964972679,0.10344066139642204,0.10836403218164775,0.12236663813435873,0.13631100107208385,0.1460919787178407,0.15766517441361172,0.16341819805147884
1383,3,0.3,0.4,0.3333333333333333,0.32,0.25333333333333335,0.21,0.192,0.18666666666666668,0.175,0.17,0.188,0.3251276664499082,0.2884219173901258,0.2576205152689198,0.22224047628865165,0.2030586324413342,0.1945360592151847,0.18724199783592071,0.18372785334718317
1383,4,0.2,0.15,0.13333333333333333,0.16,0.17333333333333334,0.21,0.192,0.2,0.205,0.18666666666666668,0.178,0.19289470586478547,0.1842837135906367,0.18750533124910418,0.19124308400677545,0.19048342444320843,0.18788994636870493,0.18239976055335472,0.17807893526699708
1383,5,0.0,0.1,0.06666666666666667,0.12,0.16,0.14,0.12,0.12666666666666668,0.17,0.15333333333333332,0.158,0.08572170946569671,0.11588866707692096,0.12834215600332027,0.1403749406443842,0.1475012410779608,0.15131442565529785,0.15528451130958884,0.15724004680076242
1383,6,0.0,0.05,0.2,0.14,0.17333333333333334,0.17,0.152,0.13333333333333333,0.115,0.13,0.112,0.08778345110042952,0.1301720006560799,0.13945079094129983,0.13809018289682415,0.13285278686991883,0.12952848803236475,0.1273600987958981,0.12774555529073062
1383,7,0.1,0.1,0.13333333333333333,0.1,0.12,0.12,0.144,0.15333333333333332,0.16,0.16333333333333333,0.158,0.09071386784441686,0.10908909657317614,0.12106987323372846,0.13585907576842188,0.14479465382640933,0.14914707917893516,0.15292880270202755,0.1543873914245277
1383,8,0.1,0.1,0.06666666666666667,0.1,0.09333333333333334,0.1,0.096,0.10666666666666667,0.115,0.12333333333333334,0.122,0.07827765175812978,0.08834321498457143,0.09337290470515901,0.1005350207081655,0.10717839930010853,0.11230717994954467,0.11967552863609117,0.12460689057747869
1383,9,0.1,0.05,0.06666666666666667,0.08,0.12,0.12,0.128,0.14,0.135,0.14,0.148,0.07515288416623421,0.09542819179509855,0.1079486683422277,0.12141448790862319,0.1298019948288697,0.13485343943805164,0.14090105041174078,0.14416117895116207
1383,10,0.2,0.25,0.2,0.16,0.14666666666666667,0.14,0.152,0.14,0.15,0.14,0.14,0.1973577077330745,0.17568865776978415,0.16330596958843022,0.15264228014925826,0.14752519767869693,0.14552407865301853,0.14525925628648595,0.14678260330292556
1383,11,0.2,0.15,0.16666666666666666,0.2,0.17333333333333334,0.21,0.2,0.20666666666666667,0.22,0.19666666666666666,0.188,0.16188249042921024,0.17909546366892778,0.18787512913837065,0.19627156962981948,0.19867457786379358,0.19814871817577298,0.19579915344599144,0.19397919660447963
1383,12,0.3,0.3,0.23333333333333334,0.18,0.18666666666666668,0.22,0.192,0.18,0.18,0.16333333333333333,0.15,0.28772211145775595,0.22825366991096982,0.2092233985188981,0.19232675023511364,0.1805943612981083,0.1727601740462189,0.1630685753451771,0.15767973825166148
1383,13,0.1,0.05,0.13333333333333333,0.14,0.14666666666666667,0.16,0.168,0.17333333333333334,0.16,0.18,0.164,0.10054892464471991,0.12851211687576955,0.14293724293412327,0.15676121406907395,0.16357498952654428,0.16567394972552058,0.1651713203808688,0.16343140410843013
1383,14,0.0,0.05,0.06666666666666667,0.08,0.08,0.09,0.128,0.13333333333333333,0.15,0.17333333333333334,0.172,0.05365734678978046,0.07476590151242682,0.09155512956051444,0.11625337840411333,0.1351596991460814,0.14649065025507496,0.1586878733823651,0.16476218244658586
1383,15,0.2,0.1,0.13333333333333333,0.1,0.13333333333333333,0.11,0.12,0.12666666666666668,0.12,0.10666666666666667,0.112,0.14123510063314776,0.12773872938337277,0.1238231778451478,0.11999961913717709,0.11763607237092873,0.1172336423269173,0.11952542474841897,0.12281968225594812
1383,16,0.2,0.15,0.16666666666666666,0.18,0.17333333333333334,0.16,0.176,0.16666666666666666,0.165,0.17333333333333334,0.17,0.14779856935405283,0.16532453060923927,0.1682478793541648,0.16961762104088438,0.17046860306424624,0.17055177440262692,0.1696526770626299,0.16864691827093214
1383,17,0.0,0.05,0.06666666666666667,0.08,0.08,0.11,0.112,0.13333333333333333,0.14,0.14666666666666667,0.154,0.049911457110813934,0.07478282707552651,0.09047233264419337,0.10932764976935852,0.12188778762240292,0.12910643112629985,0.1368733358378609,0.14095609290767813
1383,18,0.2,0.1,0.13333333333333333,0.16,0.14666666666666667,0.16,0.184,0.17333333333333334,0.17,0.16,0.154,0.14657824942206907,0.14684011634902316,0.15327625175431545,0.1595325220769924,0.1608072478190561,0.16056931452578577,0.1601244138677321,0.16005526282113575
1383,19,0.2,0.2,0.13333333333333333,0.14,0.12,0.1,0.128,0.16666666666666666,0.16,0.17,0.186,0.16354433570565827,0.14254512025007568,0.13826274210168474,0.1433778508127436,0.15266116505209512,0.1597973192954099,0.16818949122662596,0.1722664306658806
1383,20,0.3,0.35,0.36666666666666664,0.3,0.24,0.21,0.2,0.18666666666666668,0.185,0.17,0.16,0.347285471378271,0.297344794877267,0.26418052469556863,0.22689161669358662,0.2035013844663813,0.19064737540040444,0.17804007617096088,0.1726790637057734
1383,21,0.3,0.3,0.23333333333333334,0.24,0.2,0.22,0.216,0.20666666666666667,0.19,0.18666666666666668,0.194,0.24429757104740052,0.2269400042612127,0.2188751058840615,0.2099631099142518,0.20328456285802615,0.19909404230018898,0.19390930934630324,0.1905011855662669
1383,22,0.1,0.05,0.1,0.16,0.18666666666666668,0.16,0.2,0.18,0.165,0.15333333333333332,0.164,0.094119470549043,0.130795088849307,0.14814781597582427,0.1592022525126153,0.1610139128951665,0.16102414980069052,0.16167478388195014,0.16295075193600755
1383,23,0.0,0.0,0.03333333333333333,0.08,0.08,0.1,0.112,0.12,0.135,0.14,0.17,0.02586409919982267,0.05773652428096365,0.077406375004365,0.10187948520641438,0.12038165679904803,0.13224224335404827,0.14584093193082287,0.15288384335502161
1383,24,0.1,0.15,0.16666666666666666,0.18,0.18666666666666668,0.15,0.128,0.11333333333333333,0.105,0.11666666666666667,0.142,0.17584056116878818,0.16718751356277878,0.15707971376680427,0.14168731943706897,0.13399902188869592,0.1325490640357214,0.13515727379717657,0.13889627005844785
1383,25,0.1,0.15,0.16666666666666666,0.14,0.18666666666666668,0.18,0.16,0.16666666666666666,0.16,0.16,0.158,0.14207131322259298,0.1552234138403221,0.15982881379259575,0.1615017050751057,0.16093414730260547,0.16002196165834057,0.15856781153303554,0.15776305170570712
1383,26,0.0,0.05,0.13333333333333333,0.12,0.13333333333333333,0.14,0.12,0.10666666666666667,0.14,0.13666666666666666,0.136,0.0810451669821276,0.11022526347149682,0.11922823386174387,0.12637928678769486,0.13067223399501857,0.13290972110343,0.13482883821630245,0.13569910702930543
